Time (yrs)/mid Altitude (km),225,275,325,375,425,475,525,575,625,675,725,775,825,875,925,975,1025,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625,1675,1725,1775,1825,1875,1925,1975
0,5,18,90,778,390,3649,1931,3483,321,184,134,289,144,101,107,275,49,148,47,272,465,8,15,15,270,247,114,25,12,10,11,5,1,3,1,3
0.1001001,6.7838844,18.609484,88.761041,764.28537,383.15716,3582.1799,1895.6488,3419.1909,315.12759,180.64659,131.53838,283.70584,141.36314,99.143749,105.05024,269.96255,48.102578,145.28805,46.142451,267.02848,456.47574,7.8661675,14.727422,14.727398,265.06473,242.47191,111.9131,24.553938,11.786894,9.8265471,10.806739,4.9008923,0.98017852,2.9405355,0.98017867,2.9405371
0.2002002,8.5324105,19.206887,87.546647,750.8429,376.4508,3516.6881,1860.9992,3356.6475,309.3717,177.35972,129.12562,278.51684,138.77866,97.324347,103.13916,265.02509,47.222954,142.62988,45.301904,262.15551,448.12045,7.7349884,14.460247,14.4602,260.22737,238.03363,109.86758,24.116719,11.578012,9.6565325,10.617308,4.8037491,0.96074993,2.8822496,0.96075023,2.8822529
0.3003003,10.246279,19.79245,86.356332,737.66719,369.87795,3452.4974,1827.0372,3295.3448,303.73001,174.13807,126.76076,273.43091,136.24551,95.541063,101.26601,260.18563,46.360774,140.02442,44.478023,257.37916,439.93078,7.6064101,14.198369,14.198299,255.48596,233.68339,107.86261,23.688168,11.373271,9.4898881,10.431632,4.7085314,0.94170644,2.825119,0.94170689,2.8251239
0.4004004,11.926177,20.366406,85.189621,724.75293,363.43582,3389.5812,1793.7492,3235.258,298.20027,170.98034,124.44284,268.446,133.76267,93.79318,99.430029,255.44223,45.515692,137.47062,43.670477,252.6975,431.90344,7.4803809,13.941682,13.941591,250.83862,229.41945,105.8974,23.268112,11.172589,9.3265471,10.249636,4.615201,0.92304042,2.7691209,0.92304101,2.7691273
0.5005005,13.572777,20.928987,84.046046,712.0949,357.12171,3327.9139,1761.1218,3176.3632,292.78024,167.88528,122.17093,263.56012,131.32914,92.079995,97.630476,250.79298,44.68737,134.96747,42.878943,248.10865,424.03523,7.3568505,13.690084,13.689972,246.28347,225.24008,103.97115,22.856384,10.975885,9.1664439,10.071248,4.5237206,0.90474439,2.7142327,0.90474511,2.7142405
0.6006006,15.186741,21.480417,82.925148,699.68799,350.933,3267.4705,1729.1418,3118.6366,287.46775,164.85163,119.94412,258.77128,128.94394,90.40082,95.866632,246.23601,43.875475,132.51396,42.103102,243.61079,416.32298,7.2357691,13.443473,13.443341,241.81868,221.14362,102.08309,22.452819,10.78308,9.0095145,9.896396,4.4340535,0.88681101,2.6604325,0.88681186,2.6604417
0.7007007,16.768714,22.020917,81.826476,687.52719,344.86717,3208.2264,1697.7964,3062.0551,282.26067,161.87817,117.76151,254.07757,126.60612,88.754978,94.137787,241.76949,43.07968,130.1091,41.342644,239.20209,408.76361,7.1170884,13.201751,13.2016,237.44246,217.12842,100.23247,22.057253,10.594097,8.8556958,9.7250097,4.3461637,0.8692331,2.6076987,0.86923408,2.6077092
0.8008008,18.31933,22.550705,80.749589,675.6076,338.92173,3150.1577,1667.0729,3006.5959,277.15691,158.96372,115.62223,249.47709,124.31473,87.141809,92.443247,237.39163,42.299668,127.75193,40.597264,234.8808,401.35408,7.0007606,12.964821,12.964651,233.15306,213.19286,98.418538,21.66953,10.408861,8.7049263,9.5570205,4.2600161,0.85200362,2.5560102,0.8520047,2.5560219
